Composite_Element_REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate
cg23003832	0.0535212404710521	ZDHHC12	9	131486918
cg23003881	0.164400309827107	BOD1	5	173043929
cg23004625	NA	PIGM	1	160002365
cg23006204	0.313631924973893	DPM2	9	130700866
cg23009046	0.0215125941710258	PVRL1	11	119600595
cg23013392	0.0223506649654367	RRP9;PARP3	3	51976224
cg23013864	0.0791846840447602	CAP2	6	17393396
cg23013931	0.0168489522452779	SLC25A17	22	41214857
cg23018448	NA	QTRT1	19	10811855
cg23018891	0.0420493516269194	BCAS2	1	115124407
cg23020402	0.00956811631460458	ACOT13;TTRAP	6	24666573
cg23022999	0.789328660716629	RINL	19	39368345
cg23026920	0.0200400916846151	TP53RK	20	45317919
cg23026995	0.717936211987812	XPNPEP2	X	128872940
cg23029193	0.0183783294557521	EGFLAM	5	38258216
cg23029491	0.0208059076820429	UBAP2	9	34048775
cg23029494	0.0641032803662051	IRF3;BCL2L12	19	50167926
cg23029519	0.809817939660521	IFNA4	9	21187344
cg23030090	0.032730209135147	RPS19	19	42363626
cg23032316	0.343311167475555	AAAS	12	53715148
cg23032612	0.597183152599669	NA	NA	0
cg23033024	0.942242123576176	CST8	20	23472484
cg23033845	0.933658311085779	TMEM88	17	7758662
cg23033866	0.00828129492143826	MRPL12	17	79670804
cg23034818	0.0148617226263841	BTBD6;BRF1	14	105714589
cg23035555	0.0186162817122173	DOHH	19	3500370
cg23036025	0.882828536945155	SLC27A5	19	59023916
cg23036555	0.0109736114796384	PGD	1	10458832
cg23037133	0.0337909082149007	OXGR1	13	97646811
cg23037403	0.0191655513446647	ZNF454	5	178368183
cg23040064	0.0147442657479734	JPH3	16	87635784
cg23042138	0.895976019342508	SETD2	3	47165568
cg23043119	0.0138816220263642	STARD4	5	110848575
cg23043245	0.165525641900056	PACSIN1	6	34434076
cg23043438	0.00690879907152522	TEX10	9	103115132
cg23045073	NA	NPHS2	1	179545458
cg23045373	0.0209273236794999	FAM167A	8	11324048
cg23047271	0.211300657986729	PRICKLE2	3	64210991
cg23047681	0.019975090291022	HACE1	6	105307907
cg23048366	0.0246707403458097	HAGH;FAHD1	16	1876863
cg23050981	0.0502295333561455	L1CAM	X	153141459
cg23051598	0.380209134576156	ATXN2L	16	28834567
cg23051655	0.015814608817229	SCYL3	1	169862721
cg23051664	0.0359416542178947	TNFRSF10D	8	23020966
cg23054437	NA	MOSC2	1	220921306
cg23054676	0.0212027852012293	MTRR;FASTKD3	5	7869265
cg23054883	0.0183936323594275	FZD10	12	130647580
cg23055159	0.0276800879907127	COMMD8	4	47465899
cg23055678	0.103394173024097	IL1RAPL2	X	103811025
cg23057732	0.0296990868443005	C3orf39	3	43147709
cg23058901	0.527605042756966	ALX4	11	44324759
cg23060239	0.0062241341061027	RUSC1;C1orf104	1	155294612
cg23061257	0.0224296318457414	YIPF1	1	54355272
cg23061578	0.0258563890287509	SLC9A3	5	524941
cg23062876	0.0176765542639382	DBT	1	100715467
cg23064554	NA	CTRC	1	15764095
cg23065097	NA	FKBP1B	2	24271827
cg23066860	0.351971035276555	GPRASP2	X	101967557
cg23066879	0.0278816290629967	BRAF	7	140624057
cg23067535	0.121339412439189	FAM83A	8	124195133
cg23069305	NA	SENP1;PFKM	12	48500318
cg23070249	0.0635366486249481	HIST1H2BC	6	26125435
cg23070585	0.00851317991624861	SLC39A7;RXRB	6	33168452
cg23073111	0.435601516131533	ESRRA	11	64073390
cg23074401	0.0128357557761151	DDX10	11	108535840
cg23074453	0.0546669517147611	FRMD5	15	44487924
cg23074747	0.00945830258667286	C9orf72	9	27573817
cg23075286	0.611949383414806	GALP	19	56687199
cg23075568	NA	CORO2A	9	100955349
cg23076086	0.0862893907040544	FYN	6	112194849
cg23078294	0.0111825125944479	RSBN1	1	114355137
cg23078779	0.0890726911182011	NA	NA	0
cg23079782	0.643564377149944	P2RY10	X	78200921
cg23080667	0.0133362559587954	STK35	20	2082285
cg23081213	0.874468672122812	PRKAG3	2	219696472
cg23082632	0.0285215480057771	B4GALT3	1	161146978
cg23082877	0.326796094005364	RASIP1	19	49243427
cg23083672	0.312912655175288	EGFL6	X	13587603
cg23087084	0.010892241350286	PXMP3	8	77912333
cg23087130	0.0249302324155624	ABI1	10	27149668
cg23088430	0.0111532300093113	EEF1D;TIGD5	8	144679052
cg23089298	0.024289807109704	SEMA4C	2	97536097
cg23089438	0.0379083018649218	CSF1	1	110453477
cg23089840	0.169069980594134	LRRC3	21	45874886
cg23090046	0.0970891198673428	KLC1	14	104094619
cg23090824	0.350931291324433	PDE7B	6	136173085
cg23091824	0.0558999902301515	SLC12A7	5	1112355
cg23092072	0.012651543429803	AFF1	4	87927706
cg23092086	0.805808380692151	CES7	16	55909573
cg23092823	0.0201485141395844	PODN	1	53528612
cg23093462	0.0144959212671274	PARD3	10	35104858
cg23093496	0.877495479714193	C16orf54	16	29757323
cg23095584	NA	GBX2	2	237077704
cg23096553	0.0134387644916614	KCNMB4	12	70759870
cg23096644	0.0552010165384637	SGCE;PEG10	7	94284634
cg23097006	0.0422302842708608	VSX1	20	25063817
cg23097681	0.0188393088449813	ARHGAP24	4	86396174
cg23099347	0.0105250552144057	C16orf53	16	29827497
cg23099349	0.00939665238910628	HIST1H3B	6	26032281
cg23101680	0.575601688536185	SPERT	13	46277286
cg23104823	0.0183398387922769	PRPF39	14	45553408
cg23104955	0.00592732026551225	RPL7	8	74205400
cg23106559	NA	FAM119B	12	58167483
cg23106779	0.888528725167233	TEX28;TKTL1	X	153523877
cg23106864	0.0149463160289806	SASS6;CCDC76	1	100598378
cg23109191	0.0210694744833818	GAB2	11	78128445
cg23109897	0.228768428559099	PRKDC	8	48871883
cg23110514	0.142649855852856	LCE3E	1	152538888
cg23110832	0.01819446471335	FAM100B	17	74261128
cg23111544	0.688090700551864	REG1A	2	79347474
cg23112213	0.0425606461229257	CDC23	5	137549144
cg23113963	0.0972154873544523	SCNN1B	16	23313293
cg23114594	0.929191696563812	BEND7	10	13544648
cg23114866	0.0243385977399154	NKX2-2	20	21494977
cg23116589	0.0888370421490418	ARMCX1	X	100805503
cg23118151	0.047282611965583	C2orf44	2	24269866
cg23121547	0.00655950592753768	HCCA2;LOC338651;DUSP8	11	1593657
cg23123262	0.0366804759877267	ACTR1B	2	98280693
cg23123362	0.246649894561688	THG1L	5	157158174
cg23123694	0.09103010842642	SLC38A2	12	46766543
cg23124451	0.607221957225182	CBX7	22	39548131
cg23124755	0.00992858186984145	SUGT1P1;AQP3	9	33447476
cg23125689	0.253104861143554	NA	NA	0
cg23126915	0.892577778770459	XRCC2	7	152374317
cg23126947	0.927845854212123	NSUN3;DHFRL1	3	93780364
cg23126949	0.0952124624795768	ACCN2	12	50450889
cg23127998	0.0479835776316739	FLRT3;MACROD2	20	14318152
cg23128056	0.952362478998399	KRT15	17	39674626
cg23128146	0.0296320629147655	DCTN4	5	150138761
cg23129478	0.631217335699555	ST8SIA5	18	44337922
cg23130254	0.71423870179237	HOXD12	2	176964588
cg23131007	0.030857895166837	LOC145783;TCF12	15	57210244
cg23131777	0.614536105641198	ADAM30	1	120438925
cg23131950	0.836578309413786	AP2S1	19	47354630
cg23134169	0.0156954067980278	SLC35E1	19	16682794
cg23134520	0.0215733387792791	ACOT8;ZSWIM3	20	44485949
cg23137254	0.0237521625580308	NA	NA	0
cg23137494	0.235469639698433	SLC16A2	X	73639809
cg23137807	0.0293278857830873	MEIS2	15	37393578
cg23140706	0.773664676058027	NFE2	12	54689278
cg23141333	0.0278366665063701	DENND2C	1	115212619
cg23141855	0.012435765150635	TFPI2	7	93519892
cg23142900	0.0113457254611953	GTF2H4	6	30875883
cg23142935	0.00898926881329284	CDR2	16	22385308
cg23142964	0.0103888937969086	SSX2IP	1	85156566
cg23143093	0.944682299690251	NEK10	3	27333024
cg23144899	0.726425566136103	CRYGC	2	208994373
cg23146358	0.00954784719611905	CDKN1C	11	2905496
cg23147597	0.911223302006102	CEACAM19	19	45174681
cg23149053	0.769427189804714	MMP17	12	132312205
cg23150219	0.0116677427282134	C19orf26	19	1237619
cg23150609	0.00979310574768022	YARS;S100PBP	1	33283992
cg23152667	0.0701098343732501	TBCA	5	77072348
cg23152755	0.875604281837055	NA	NA	0
cg23152772	0.0512416494346535	FIBCD1	9	133813632
cg23154002	0.030215758828684	PATZ1	22	31741741
cg23154064	NA	C3orf63	3	56699146
cg23154272	0.258269502948964	LENEP	1	154966068
cg23158022	NA	C19orf44;CALR3	19	16605905
cg23158811	0.0172090136459117	PBX4	19	19729732
cg23159296	0.00939844110153831	SREBF1	17	17740009
cg23159337	0.0999416620444953	ATP13A4	3	193272778
cg23159857	0.0301572768963619	PSMC3	11	47447411
cg23162441	0.0239081030488198	STK35	20	2083850
cg23163471	0.00698749701928332	SVIL	10	30024328
cg23163573	0.0752588845544003	SULT1C2	2	108905468
cg23163644	0.0324648778917137	TCEAL2	X	101381018
cg23164327	0.0283368343433605	TTC33	5	40755670
cg23165541	0.246852586986186	DAPK2	15	64338164
cg23166289	0.0417283798335882	C1orf107	1	210001082
cg23166362	0.0183052148536041	NA	NA	0
cg23172864	0.00645800232021715	GOPC	6	117923272
cg23173032	0.0366531348287486	ARF6	14	50359789
cg23173455	0.670484294425084	NA	NA	0
cg23173910	0.924152771915318	ACTG2	2	74120274
cg23174481	NA	C19orf45	19	7562555
cg23175281	0.0136631064757084	ACTB	7	5569860
cg23178308	NA	PDXK	21	45148879
cg23179168	0.0166866087216596	FAM84B	8	127570165
cg23179321	0.0106666585393465	C10orf111;RPP38	10	15138793
cg23180270	0.433638040186527	RNF113A;NDUFA1	X	119006837
cg23180365	0.0112583236088308	GLB1;TMPPE	3	33138627
cg23180489	NA	LYNX1	8	143859786
cg23181133	0.809086883216537	CEACAM3	19	42300812
cg23181138	0.00922909473950004	AGTPBP1	9	88356705
cg23181170	0.887633931508665	GABRP	5	170210672
cg23181434	0.313595110587555	NA	NA	0
cg23182299	0.0135015359126782	NA	NA	0
cg23182539	0.00757664241837019	TIAL1	10	121355708
cg23183296	0.816123073533297	NA	NA	0
cg23185262	NA	PDXK	21	45137544
cg23185402	0.00443967850900417	PHKB;ITFG1	16	47495113
cg23185657	0.0110400806839966	TIMM10	11	57298081
cg23186643	0.0186285634368888	NPB	17	79860360
cg23187653	0.0629098198732826	PCSK1	5	95769008
cg23188547	0.037960082380125	CDC6	17	38443714
cg23189044	0.0115351529397002	KCNE3	11	74178114
cg23190203	0.0108713110091018	PDZD7;SFXN3	10	102791082
cg23191772	0.0221258960110953	IDH3B	20	2644649
cg23191950	0.270926329387043	ALDH1A3	15	101419074
cg23192899	NA	CCDC104	2	55746287
cg23196133	0.0096842082279846	ZBTB4;POLR2A	17	7388063
cg23196557	0.716156134980527	NA	NA	0
cg23196831	0.0547333415589789	COL14A1	8	121137537
cg23197881	0.021698624067353	RAB3IP	12	70133421
cg23202277	NA	MAPT;LOC100128977;LOC100130148	17	43971911
cg23202409	0.0141123034388431	C11orf83;C11orf48	11	62439262
cg23205183	0.758574160144302	C3AR1	12	8216109
cg23205633	0.814525732551917	NA	NA	0
cg23207527	0.204309087657475	RBM24	6	17283113
cg23207616	0.0158618273492729	RER1;MORN1	1	2322827
cg23207985	0.0365439931371141	ADRBK1	11	67034251
cg23207990	0.115789667935411	SFRP2	4	154710535
cg23208152	0.0119024269829247	ZMYND10	3	50383134
cg23208881	0.681258192569479	FURIN	15	91411495
cg23211240	0.0365109544945987	MIR34B;BTG4;MIR34C	11	111383624
cg23213170	0.0125594194812406	FKTN	9	108320507
cg23213217	0.205965192527565	DEGS1	1	224370155
cg23213688	0.00784259050085517	C1orf124;EXOC8	1	231473791
cg23214267	0.0740753307400932	EYA2	20	45523137
cg23214764	0.0196190282077731	PRSS23	11	86511210
cg23216015	0.124456113486623	C7orf16	7	31726654
cg23216184	0.157899232987004	DGCR8	22	20068322
cg23217005	0.0297159947643136	MT1F	16	56691744
cg23218877	0.883294068740925	CCNY	10	35536010
cg23219570	0.0252894378898351	FGF23	12	4488893
cg23219720	0.0398852301913822	ZNF804B	7	88388555
cg23221013	0.859460415744516	GATS;PVRIG	7	99817027
cg23221122	0.0187377941443062	DUSP10	1	221915794
cg23222573	0.0097717846717791	ESF1;C20orf7	20	13765663
cg23226134	0.0239809554772511	CLCN6;MTHFR	1	11866389
cg23228048	0.00764457616965768	BAHD1	15	40732820
cg23228178	0.272512499532601	PADI4	1	17633681
cg23230018	0.0215914524436223	LIN37	19	36239588
cg23231873	0.0310964590123868	USP32	17	58469253
cg23232084	0.476903803608604	UBL4A	X	153715609
cg23233234	0.00397846432803203	FAM136A	2	70528859
cg23234154	NA	MANBA	4	103682690
cg23234510	0.00816883590704757	APTX	9	33001517
cg23234999	0.628874693976903	MKRN3	15	23811205
cg23235603	0.0105566955800896	CDK19	6	111136979
cg23239039	0.0169774810868701	D4S234E	4	4389115
cg23239052	0.0136185095453338	FLJ90757;BAIAP2	17	79008930
cg23239396	0.038729801009569	CALCR	7	93203695
cg23239444	0.182214916838934	PACSIN1	6	34433320
cg23239828	0.0245469686715178	EXOC3;C5orf55	5	442821
cg23239842	0.00926488073997394	NCOA2	8	71316013
cg23240895	NA	PRR5	22	45071884
cg23240961	0.0112552080352948	NDUFA4L2	12	57634410
cg23242017	0.0118825174211966	LMTK2	7	97736138
cg23242898	0.274066029997972	DCC	18	49867273
cg23243617	0.0180869567939965	CAMK1	3	9811806
cg23244421	NA	FASN	17	80056046
cg23244913	0.884493208184049	HCG9	6	29943401
cg23246978	0.120011960576677	GPC6	13	93879042
cg23248452	NA	TAS2R1	5	9631117
cg23248587	0.0456129196363296	XRCC4;TMEM167A	5	82372867
cg23248865	0.017482418374673	SEMA4C	2	97535578
cg23250700	NA	RAD23A	19	13056068
cg23254045	NA	TMCO5A	15	38226454
cg23256150	0.0962283956640031	NR1H4	12	100867758
cg23256971	NA	LRTOMT;NUMA1	11	71792206
cg23257840	0.00829764754964544	ZNF264	19	57703144
cg23258063	0.0199908847548526	SCYL3	1	169863210
cg23260026	0.339534968735519	FSTL3	19	675390
cg23260799	0.00950489272575923	PTDSS2	11	451101
cg23261102	0.0621357670253285	DNAJC18	5	138775214
cg23261233	NA	ACTB	7	5570489
cg23262918	0.0316918724994886	OSBPL8	12	76953136
cg23263923	0.013567659354422	CD70	19	6591204
cg23264413	0.718505859735623	PSG4	19	43710277
cg23264519	0.025655316219842	TMPO;LOC100128191	12	98908939
cg23265096	0.311519351452307	CTSZ	20	57582594
cg23266266	0.0171810491783655	DCUN1D4	4	52708709
cg23267110	0.111667924546531	EPN2	17	19140637
cg23268677	0.0305017567359166	TXNRD2;COMT	22	19929097
cg23269225	0.0205105646661747	FBXL4	6	99395318
cg23269489	0.146642073780968	BCORL1	X	129117241
cg23271318	0.0712864285559809	ZSWIM1	20	44509620
cg23272214	0.92470793140987	PCBP3	21	47269843
cg23273333	0.30131477792139	ESRRG	1	217262889
cg23273897	0.4477521156875	MME	3	154796861
cg23274030	NA	SFXN4	10	120925632
cg23274123	0.027048944258524	C1orf96	1	229478617
cg23274244	NA	TNFRSF13B	17	16875951
cg23276115	0.2328780523341	NA	NA	0
cg23276695	0.539256495853543	CNR1	6	88855716
cg23278885	0.649761193152385	TGM6	20	2361431
cg23279136	0.127582554426293	ABCB7	X	74375966
cg23280339	0.127386073183724	TIMM17B;PQBP1	X	48754501
cg23280807	NA	SLC5A11	16	24857579
cg23281417	0.0133918300901824	STK17A	7	43622366
cg23282559	0.0956414898935462	KL	13	33591130
cg23282674	0.835897500132703	IL20	1	207039302
cg23282771	0.0255064421677341	ASS1	9	133320279
cg23282949	0.530994135945976	RENBP	X	153211709
cg23283495	0.0418678851757071	IRF6	1	209979779
cg23283875	0.00573602483187696	C7orf63	7	89874597
cg23285573	0.0139268576634358	PON2	7	95064174
cg23286660	NA	PLOD1	1	11995090
cg23287547	0.0294651316155978	MYO5A	15	52820479
cg23290344	0.695739573390496	NEFM	8	24771466
cg23291865	0.0827023425823861	C20orf30	20	5093660
cg23293787	0.818115505470975	MOCS3;DPM1	20	49576382
cg23297477	0.0242368775232278	CMTM3	16	66638293
cg23299127	0.0431603744471011	MAP3K6	1	27693341
cg23300372	0.0136389018938693	CARTPT	5	71015432
cg23300897	0.0271523620174409	C9orf78;USP20	9	132598185
cg23301687	NA	RAP1A	1	112162068
cg23303074	0.0446467079387517	LRAT	4	155665625
cg23303408	0.0191388888011552	POU4F3	5	145718597
cg23303782	0.0110935916285737	GRK5	10	120967744
cg23306832	0.0388772481652292	SIK3	11	116968354
cg23307264	0.0512903565995927	KHSRP	19	6424217
cg23307338	0.214678700556542	NA	NA	0
cg23309825	0.0211874135388622	MYL6B	12	56546563
cg23310538	0.0397770586102801	ANO6;PLEKHA9	12	45610452
cg23311549	0.015113012215982	MLF2	12	6862849
cg23311628	0.00776492602001918	RAB8B	15	63481868
cg23316360	0.0233926506475585	EDNRB	13	78492916
cg23317501	0.133172397763145	UGT3A1	5	35991215
cg23318804	0.0143445671233674	C15orf39	15	75494410
cg23320056	0.0525828947313589	ARHGEF2	1	155948742
cg23320649	NA	C3orf18	3	50604613
cg23322112	0.507173033051559	ABCC13	21	15645649
cg23322316	0.0322123929269263	SPATA4	4	177116929
cg23322523	0.108634225589239	TRIM55	8	67039041
cg23323671	0.184043390036067	STMN1	1	26233623
cg23323711	0.00637840859088354	RPL22	1	6259145
cg23323879	0.911873343670477	CILP	15	65504534
cg23324259	0.0180712371359432	SNX16	8	82754387
cg23324787	0.85559774147475	C11orf74;RAG2	11	36619694
cg23325242	0.0362030558346837	CYB5R3	22	43044788
cg23325932	0.0949993606501713	BCKDHA;EXOSC5	19	41903010
cg23326197	NA	CYP3A4	7	99382370
cg23326301	0.907063410928661	ADAM30	1	120439812
cg23326689	0.6859681662551	STMN2	8	80523461
cg23326785	0.0333590970677542	TMEM25;TTC36	11	118401071
cg23328124	0.817769502181782	GRLF1	19	47421913
cg23328404	0.451355862149182	CSGALNACT1	8	19539991
cg23333306	0.0137999888987437	CDC42EP4	17	71307514
cg23333420	0.0101913671585064	OBFC1	10	105677801
cg23335946	0.0175963952281749	C1orf25;C1orf26	1	185125966
cg23337289	0.0346437233872248	ZNF513	2	27603239
cg23337382	0.00904550245404948	GPR125	4	22517965
cg23337754	0.0248667983454835	CRABP1	15	78632859
cg23338195	0.545296041478943	SLC30A8	8	118146418
cg23338993	0.731730414101227	UGT1A10;UGT1A6;UGT1A9;UGT1A7;UGT1A8	2	234600423
cg23345864	0.010474829503933	VPS26A	10	70883530
cg23346960	0.0341828850009889	ZFP36	19	39897131
cg23347400	0.00859724113641832	RBM4B	11	66445460
cg23347911	NA	RPS6KB2	11	67194909
cg23347958	0.0387435938897208	DHX8	17	41561300
cg23348028	0.0202602096576594	NA	NA	0
cg23349242	0.41580003340591	SUSD2	22	24577448
cg23349790	NA	IGSF21	1	18434576
cg23350087	0.0098406238784361	MCOLN1	19	7587498
cg23350274	0.835190209972971	RDH12	14	68188663
cg23350446	0.0256851080628153	PDCD2	6	170893182
cg23350580	0.768398262672525	TBC1D3C	17	34592075
cg23352030	NA	PRIC285	20	62198469
cg23352579	0.0228363132005445	RDX	11	110166753
cg23352695	0.633506979976142	NF1;EVI2A	17	29648811
cg23352747	NA	ALPL	1	21835436
cg23353982	0.0066206666009429	TBX6	16	30103089
cg23355492	0.767969158411222	SP6	17	45933593
cg23355725	0.0121865079712147	MIIP	1	12079976
cg23356993	0.00876347892116982	TIMP2	17	76921500
cg23357981	0.128205499589768	GRP	18	56887785
cg23360251	0.0174810008448689	LEPREL2	12	6937593
cg23361608	0.0311126034770025	PIGP;TTC3	21	38446389
cg23362667	0.0343653706158449	DSTYK	1	205181077
cg23363832	0.0316512391261142	RBP1	3	139258939
cg23364287	0.0240022748372034	IP6K2	3	48754776
cg23365832	0.0136299075273215	TPST2	22	26986032
cg23366119	0.0233242930020317	CNDP2	18	72162949
cg23366752	0.811631726583008	DNAJA4	15	78556502
cg23367478	0.00638406850429365	PDE3A	12	20521299
cg23370883	0.643402267772428	MYL7	7	44180604
cg23372001	0.0288003516208169	HIST1H4J	6	27791640
cg23376526	0.0116857256559125	SLC27A3	1	153748118
cg23377693	0.0154586954210688	MAD2L1BP;GTPBP2	6	43597122
cg23378094	NA	ALG13	X	110923677
cg23378495	0.0285619818669802	PIGO	9	35096265
cg23381116	0.00642653436924458	PSME2;RNF31	14	24616413
cg23382741	0.874651205069379	PPP1R14D	15	41121320
cg23384185	0.0953345911169545	C18orf56;TYMS	18	657227
cg23384620	0.021772059110949	IL1RAPL2	X	103810458
cg23389061	0.018821106911286	FAM158A	14	24611157
cg23390397	NA	MICAL1	6	109777103
cg23391006	0.00948654352099023	OXTR	3	8811279
cg23391785	0.021566763708566	DNM3	1	171810972
cg23392730	0.0918888877181928	CHCHD1	10	75541345
cg23392782	0.0157291877258434	RNF166;CTU2	16	88772647
cg23393291	0.020188063423665	ASB7;LINS1	15	101142359
cg23397015	0.0400025839947417	INHBB	2	121102432
cg23398173	0.219155871399323	MTPN;LUZP6	7	135662345
cg23398241	0.0483120142038783	CHRND	2	233390712
cg23398385	0.0252805565470449	PIK3R4	3	130465764
cg23400451	0.357532540296681	MYH4	17	10373728
cg23401756	0.993059883014226	DPEP3	16	68013981
cg23402444	0.020213560563461	PSD;FBXL15	10	104178866
cg23403256	0.979163545182949	MBD1;CXXC1	18	47809075
cg23404467	0.941670650783312	KIR3DL3	19	55235973
cg23407366	0.680451184687521	NA	NA	0
cg23407670	NA	MLH3	14	75518217
cg23408620	0.787322498985136	NA	NA	0
cg23408913	0.0128991080660203	SEPT11	4	77870882
cg23410113	0.71159981488407	NA	NA	0
cg23410627	0.0143819946345464	CH25H	10	90966807
cg23411876	0.0352724119269415	LOC100134713;NDUFB2	7	140396886
cg23412777	0.795586577093493	PYGO1	15	55881706
cg23412850	0.421909521137334	SOCS2	12	93967387
cg23412875	0.0318817816664306	ZNF263	16	3333539
cg23413307	0.320840782795281	LCE1F	1	152747472
cg23414387	0.0531579675385776	CYP4B1	1	47264866
cg23414431	0.949028893275613	GANC;CAPN3	15	42640283
cg23418591	0.102043503021258	APCDD1L	20	57090317
